store_id,name,food_type,avg_rating,google_place_id,google_matched_name,google_formatted_address,google_price_tier,google_lat,google_lng,google_website,google_phone,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json
q5hz,nasi lemak panas cop merah 223,nasi lemak,4.7,ChIJ_UzMKOlLzDER7BLv-pWJo4g,Nasi Lemak Panas 223,"No 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.1003824,101.6332717,https://www.facebook.com/NasiLemakPJ/,012-385 4541,"7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","{""Monday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Tuesday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Wednesday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Thursday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Friday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Saturday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Sunday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM""}"
jzei,restoran iskandar bistro,malaysian,4.5,ChIJ0-og-eNFzDER6adOda8cz0Y,Restoran Iskandar Bistro,"Jalan PJU 10/2a, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",mid,3.1994646,101.5925793,https://www.google.com/maps/place/?q=place_id:ChIJ0-og-eNFzDER6adOda8cz0Y,012-875 6247,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
dnku,abang jai tomyam,malaysian,4.5,ChIJ6VN5-utNzDERfejg1HN4YME,YimYam Kway Chap,"8, Jalan SS 4d/14, Ss 4, 47301 Petaling Jaya, Selangor, Malaysia",,3.1107048,101.5975561,https://www.google.com/maps/place/?q=place_id:ChIJ6VN5-utNzDERfejg1HN4YME,012-544 7896,Closed,"10:00 AM 3:00 PM, 6:00 10:00 PM","10:00 AM 3:00 PM, 6:00 10:00 PM","10:00 AM 3:00 PM, 6:00 10:00 PM","10:00 AM 3:00 PM, 6:00 10:00 PM","10:00 AM 3:00 PM, 6:00 10:00 PM","10:00 AM 3:00 PM, 6:00 10:00 PM","{""Monday"": ""Closed"", ""Tuesday"": ""10:00 AM 3:00 PM, 6:00 10:00 PM"", ""Wednesday"": ""10:00 AM 3:00 PM, 6:00 10:00 PM"", ""Thursday"": ""10:00 AM 3:00 PM, 6:00 10:00 PM"", ""Friday"": ""10:00 AM 3:00 PM, 6:00 10:00 PM"", ""Saturday"": ""10:00 AM 3:00 PM, 6:00 10:00 PM"", ""Sunday"": ""10:00 AM 3:00 PM, 6:00 10:00 PM""}"
qaf2,tomyam petai,fried rice,4.6,ChIJ3y3VhrZLzDERZkoZALJ3x5w,Tomyam Petai,"8, Jalan 51a/243, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",,3.0903201,101.6231757,https://www.google.com/maps/place/?q=place_id:ChIJ3y3VhrZLzDERZkoZALJ3x5w,019-480 7476,11:45 AM 11:00 PM,11:45 AM 11:00 PM,11:45 AM 11:00 PM,11:45 AM 11:00 PM,11:45 AM 11:00 PM,11:45 AM 11:00 PM,11:45 AM 11:00 PM,"{""Monday"": ""11:45 AM 11:00 PM"", ""Tuesday"": ""11:45 AM 11:00 PM"", ""Wednesday"": ""11:45 AM 11:00 PM"", ""Thursday"": ""11:45 AM 11:00 PM"", ""Friday"": ""11:45 AM 11:00 PM"", ""Saturday"": ""11:45 AM 11:00 PM"", ""Sunday"": ""11:45 AM 11:00 PM""}"
v3ql,wira seafood (pj),chicken,4.7,ChIJgSUqJ2RHzDERr827dVnBRqI,Wira Seafood Ikan Bakar (Taman Sri Gombak),"18, Jalan SG 1/10, Taman Sri Gombak, 68100 Batu Caves, Selangor, Malaysia",mid,3.2391886,101.6973811,https://www.facebook.com/RealWiraSeafood,012-411 1304,2:30 PM 1:00 AM,2:30 PM 1:00 AM,2:30 PM 1:00 AM,2:30 PM 1:00 AM,2:30 PM 1:00 AM,2:30 PM 1:00 AM,2:30 PM 1:00 AM,"{""Monday"": ""2:30 PM 1:00 AM"", ""Tuesday"": ""2:30 PM 1:00 AM"", ""Wednesday"": ""2:30 PM 1:00 AM"", ""Thursday"": ""2:30 PM 1:00 AM"", ""Friday"": ""2:30 PM 1:00 AM"", ""Saturday"": ""2:30 PM 1:00 AM"", ""Sunday"": ""2:30 PM 1:00 AM""}"
amby,kedai ibu nur,soups,4.7,ChIJ0ekqQstOzDER2M7cpdKVhHQ,Satay Barokah (Ibu Nur),"1-10 Glomac Centro PJU 6A, Jalan Teratai, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",budget,3.1366706,101.6146051,https://www.google.com/maps/place/?q=place_id:ChIJ0ekqQstOzDER2M7cpdKVhHQ,016-614 4319,8:00 AM 11:30 PM,Closed,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 12:30 AM,9:00 AM 11:30 PM,"{""Monday"": ""8:00 AM 11:30 PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""8:00 AM 11:30 PM"", ""Thursday"": ""8:00 AM 11:30 PM"", ""Friday"": ""8:00 AM 11:30 PM"", ""Saturday"": ""8:00 AM 12:30 AM"", ""Sunday"": ""9:00 AM 11:30 PM""}"
g0v9,restoran sree ganesh,asian,4.2,ChIJjVIzS0JLzDER2VBqwXvgVSE,Restoran Sree Ganesh,"31, Jalan Bukit 11/2, Pjs 11, 46200 Petaling Jaya, Selangor, Malaysia",,3.1103494,101.6453673,https://www.google.com/maps/place/?q=place_id:ChIJjVIzS0JLzDER2VBqwXvgVSE,014-925 2209,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,"{""Monday"": ""6:30 AM 10:00 PM"", ""Tuesday"": ""6:30 AM 10:00 PM"", ""Wednesday"": ""6:30 AM 10:00 PM"", ""Thursday"": ""6:30 AM 10:00 PM"", ""Friday"": ""6:30 AM 10:00 PM"", ""Saturday"": ""6:30 AM 10:00 PM"", ""Sunday"": ""6:30 AM 10:00 PM""}"
ox7j,texas chicken (the envictus),fast food,4.6,ChIJA_sXyexLzDERM6EoB9uv8kk,"Texas Chicken The Envictus, PJ","G-1, Envictus, Jalan 51a/225, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.0936683,101.6308867,https://www.texaschickenmalaysia.com/,03-7956 8292,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,"{""Monday"": ""8:00 AM 10:00 PM"", ""Tuesday"": ""8:00 AM 10:00 PM"", ""Wednesday"": ""8:00 AM 10:00 PM"", ""Thursday"": ""8:00 AM 10:00 PM"", ""Friday"": ""8:00 AM 10:00 PM"", ""Saturday"": ""8:00 AM 10:00 PM"", ""Sunday"": ""8:00 AM 10:00 PM""}"
n6eb,restoran seri semporna sunway,malaysian,4.4,ChIJHeQgWEtHzDERZaRYgNa0nzo,Seri Semporna (Sunway Mentari),"6-3, Jalan PJS 8/12a, Dataran mentari, 46150 Petaling Jaya, Selangor, Malaysia",,3.0788837,101.6116086,https://easyeat.ai/r/serisemporna,018-370 0753,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,"{""Monday"": ""12:00 PM 2:00 AM"", ""Tuesday"": ""12:00 PM 2:00 AM"", ""Wednesday"": ""12:00 PM 2:00 AM"", ""Thursday"": ""12:00 PM 2:00 AM"", ""Friday"": ""12:00 PM 2:00 AM"", ""Saturday"": ""12:00 PM 2:00 AM"", ""Sunday"": ""12:00 PM 2:00 AM""}"
q0vn,restoran jaya (petaling jaya),malaysian,4.2,ChIJd8Uwqm1NzDERaet-2GKrRD0,J Jafaar Cuisine PJ,"PS-G-03, Wisma PJ Soho 5, 4B, Jalan SS 5d/6, Ss 5, 47301 Petaling Jaya, Selangor, Malaysia",,3.1056386,101.6049891,https://www.google.com/maps/place/?q=place_id:ChIJd8Uwqm1NzDERaet-2GKrRD0,017-676 8767,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,"{""Monday"": ""10:00 AM 9:00 PM"", ""Tuesday"": ""10:00 AM 9:00 PM"", ""Wednesday"": ""10:00 AM 9:00 PM"", ""Thursday"": ""10:00 AM 9:00 PM"", ""Friday"": ""10:00 AM 9:00 PM"", ""Saturday"": ""10:00 AM 9:00 PM"", ""Sunday"": ""10:00 AM 9:00 PM""}"
p2eb,warung tok cik,nasi kerabu,4.7,ChIJ_XX2MZlLzDERj8k9uruE_GA,Restoran Cik Lah,"Jalan PJS 2c/5, PJ Seksyen 2C - 2D, 46000 Petaling Jaya, Selangor, Malaysia",,3.0786954,101.6349133,https://www.google.com/maps/place/?q=place_id:ChIJ_XX2MZlLzDERj8k9uruE_GA,,6:30 AM 4:00 PM,6:30 AM 4:00 PM,6:30 AM 4:00 PM,6:30 AM 4:00 PM,6:30 AM 4:00 PM,6:30 AM 2:00 PM,6:30 AM 2:00 PM,"{""Monday"": ""6:30 AM 4:00 PM"", ""Tuesday"": ""6:30 AM 4:00 PM"", ""Wednesday"": ""6:30 AM 4:00 PM"", ""Thursday"": ""6:30 AM 4:00 PM"", ""Friday"": ""6:30 AM 4:00 PM"", ""Saturday"": ""6:30 AM 2:00 PM"", ""Sunday"": ""6:30 AM 2:00 PM""}"
m7zl,syed bistro (petaling jaya),malaysian,4.6,ChIJPw-n_MJLzDERy0daFRGNaro,Syed Bistro - Petaling Jaya,"13-15, Jalan Barat, Pjs 8, 46050 Petaling Jaya, Selangor, Malaysia",mid,3.1010106,101.6410675,https://syedbistro.com/,012-793 3043,7:00 AM 2:00 AM,7:00 AM 2:00 AM,7:00 AM 2:00 AM,7:00 AM 2:00 AM,7:00 AM 2:00 AM,7:00 AM 2:00 AM,7:00 AM 2:00 AM,"{""Monday"": ""7:00 AM 2:00 AM"", ""Tuesday"": ""7:00 AM 2:00 AM"", ""Wednesday"": ""7:00 AM 2:00 AM"", ""Thursday"": ""7:00 AM 2:00 AM"", ""Friday"": ""7:00 AM 2:00 AM"", ""Saturday"": ""7:00 AM 2:00 AM"", ""Sunday"": ""7:00 AM 2:00 AM""}"
ty00,kravee pj restaurant,malaysian,4.4,ChIJ7fogU8JLzDERNlfUw3SvPFc,Restoran kravee,"Lorong 8/1e, Pj New Town, 46050 Petaling Jaya, Selangor, Malaysia",,3.0999272,101.6396278,https://www.google.com/maps/place/?q=place_id:ChIJ7fogU8JLzDERNlfUw3SvPFc,012-492 2121,7:00 AM 7:30 PM,7:00 AM 7:30 PM,7:00 AM 7:30 PM,7:00 AM 7:30 PM,7:00 AM 7:30 PM,7:00 AM 7:30 PM,7:00 AM 7:30 PM,"{""Monday"": ""7:00 AM 7:30 PM"", ""Tuesday"": ""7:00 AM 7:30 PM"", ""Wednesday"": ""7:00 AM 7:30 PM"", ""Thursday"": ""7:00 AM 7:30 PM"", ""Friday"": ""7:00 AM 7:30 PM"", ""Saturday"": ""7:00 AM 7:30 PM"", ""Sunday"": ""7:00 AM 7:30 PM""}"
og3i,nature's recipe cafe,vegetarian,4.7,ChIJOadvT8JLzDERCkARbrqur_A,Nature's Recipe Cafe,"12, Jalan B/1E, Pjs 8, 46050 Petaling Jaya, Selangor, Malaysia",mid,3.0996599,101.640883,https://www.facebook.com/Naturesvegetarian/,03-7957 6386,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,10:30 AM 9:30 PM,10:30 AM 9:30 PM,"{""Monday"": ""11:00 AM 9:30 PM"", ""Tuesday"": ""11:00 AM 9:30 PM"", ""Wednesday"": ""11:00 AM 9:30 PM"", ""Thursday"": ""11:00 AM 9:30 PM"", ""Friday"": ""11:00 AM 9:30 PM"", ""Saturday"": ""10:30 AM 9:30 PM"", ""Sunday"": ""10:30 AM 9:30 PM""}"
o4dl,restaurant pj hills,indian,4.6,ChIJ9zt1-hRLzDER97vXWdSmZOc,PJ Hills Restaurant,"33, Jalan Dato Mahmud 11/4, Pjs 11, 46200 Petaling Jaya, Selangor, Malaysia",,3.1108819,101.6488133,https://www.google.com/maps/place/?q=place_id:ChIJ9zt1-hRLzDER97vXWdSmZOc,03-7956 0032,7:00 AM 10:00 PM,7:00 AM 10:00 PM,8:00 AM 8:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""8:00 AM 8:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}"
lehv,urban masala (sunway),indian,4.3,ChIJvZyFxiNNzDER5kOdYjnhZiI,Restoran Urban Masala Sunway,"Ground Floor, 8, Jalan PJS 8/10, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",,3.0771233,101.6116261,https://www.theanimeaccess.com/,,7:30 AM 10:00 PM,7:30 AM 10:00 PM,7:30 AM 10:00 PM,7:30 AM 10:00 PM,7:30 AM 10:00 PM,7:30 AM 10:00 PM,7:30 AM 10:00 PM,"{""Monday"": ""7:30 AM 10:00 PM"", ""Tuesday"": ""7:30 AM 10:00 PM"", ""Wednesday"": ""7:30 AM 10:00 PM"", ""Thursday"": ""7:30 AM 10:00 PM"", ""Friday"": ""7:30 AM 10:00 PM"", ""Saturday"": ""7:30 AM 10:00 PM"", ""Sunday"": ""7:30 AM 10:00 PM""}"
s4rw,tealive (pj new town),bubble tea,4.9,ChIJEQqzNs9LzDERzyn9Mu3jOPs,Tealive PJ Newtown,"No. 14G, Ground Floor, Jalan 52/18, Pj New Town, 46200 Petaling Jaya, Selangor, Malaysia",mid,3.0987518,101.6451596,https://www.google.com/maps/place/?q=place_id:ChIJEQqzNs9LzDERzyn9Mu3jOPs,,8:30 AM 10:30 PM,8:30 AM 10:30 PM,8:30 AM 10:30 PM,8:30 AM 10:30 PM,8:30 AM 10:30 PM,8:30 AM 10:30 PM,8:30 AM 10:30 PM,"{""Monday"": ""8:30 AM 10:30 PM"", ""Tuesday"": ""8:30 AM 10:30 PM"", ""Wednesday"": ""8:30 AM 10:30 PM"", ""Thursday"": ""8:30 AM 10:30 PM"", ""Friday"": ""8:30 AM 10:30 PM"", ""Saturday"": ""8:30 AM 10:30 PM"", ""Sunday"": ""8:30 AM 10:30 PM""}"
l1cz,restoran d'syasya,malaysian,4.5,ChIJHxkKWYNLzDER6q_xCo1WX2k,Dsyasya Pjcc,"PJCC No, 10G, Jalan PJS 5/28, Kampung Medan, 46150 Petaling Jaya, Selangor, Malaysia",mid,3.0782665,101.6262607,https://www.google.com/maps/place/?q=place_id:ChIJHxkKWYNLzDER6q_xCo1WX2k,019-678 0799,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,"{""Monday"": ""12:00 PM 2:00 AM"", ""Tuesday"": ""12:00 PM 2:00 AM"", ""Wednesday"": ""12:00 PM 2:00 AM"", ""Thursday"": ""12:00 PM 2:00 AM"", ""Friday"": ""12:00 PM 2:00 AM"", ""Saturday"": ""12:00 PM 2:00 AM"", ""Sunday"": ""12:00 PM 2:00 AM""}"
p89d,restoran nasi kandar imam hussain,indian,4.6,ChIJMyv2s8ZLzDERoCIjbwKMA6o,Nasi Kandar Imam Hussain,"37, Jalan PJS 5/28, Pusat Dagangan Petaling Jaya Selatan, 46150 Petaling Jaya, Selangor, Malaysia",,3.0782733,101.6241942,https://www.google.com/maps/place/?q=place_id:ChIJMyv2s8ZLzDERoCIjbwKMA6o,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
elem,sate kajang hj. samuri (petaling jaya newtown),satay,4.6,ChIJu2I_OYVLzDERoZoMLbvIgVc,"Sate Kajang Hj Samuri, Petaling Jaya","7 Jalan Yong Shook Lin, Seksyen 7, Pj New Town, 46200 Petaling Jaya, Selangor, Malaysia",mid,3.097887,101.6455039,http://www.satekajang.com.my/,016-758 9318,11:30 AM 10:00 PM,11:30 AM 10:00 PM,11:30 AM 10:00 PM,11:30 AM 10:00 PM,"11:30 AM 1:00 PM, 3:00 10:00 PM",11:30 AM 10:00 PM,11:30 AM 10:00 PM,"{""Monday"": ""11:30 AM 10:00 PM"", ""Tuesday"": ""11:30 AM 10:00 PM"", ""Wednesday"": ""11:30 AM 10:00 PM"", ""Thursday"": ""11:30 AM 10:00 PM"", ""Friday"": ""11:30 AM 1:00 PM, 3:00 10:00 PM"", ""Saturday"": ""11:30 AM 10:00 PM"", ""Sunday"": ""11:30 AM 10:00 PM""}"
shp9,sugarbun (pj kitchen),fried chicken,4.6,ChIJPyweMwBLzDERvxAYxgHZt3Q,SugarBun Petaling Jaya Kitchen,"Wisma Ali Bawal 1, Pjs 51, 46050 Petaling Jaya, Selangor, Malaysia",mid,3.0876184,101.6365326,http://www.sugarbun.com/,,10:00 AM 9:30 PM,10:00 AM 9:30 PM,10:00 AM 9:30 PM,10:00 AM 9:30 PM,10:00 AM 9:30 PM,10:00 AM 9:30 PM,10:00 AM 9:30 PM,"{""Monday"": ""10:00 AM 9:30 PM"", ""Tuesday"": ""10:00 AM 9:30 PM"", ""Wednesday"": ""10:00 AM 9:30 PM"", ""Thursday"": ""10:00 AM 9:30 PM"", ""Friday"": ""10:00 AM 9:30 PM"", ""Saturday"": ""10:00 AM 9:30 PM"", ""Sunday"": ""10:00 AM 9:30 PM""}"
wq8c,noodles shop (jalan gasing),noodles,4.5,ChIJ6428ybxLzDERCm-M_4gEAZc,Neighbourhood Noodle,"The Heritage Kitchen, 27, Jalan Pasar 1/21, Pj Old Town, 46000 Petaling Jaya, Selangor, Malaysia",,3.0852577,101.6459682,https://www.facebook.com/nbhnoodle/,016-214 4774,8:00 AM 2:00 PM,8:00 AM 2:00 PM,8:00 AM 2:00 PM,8:00 AM 2:00 PM,8:00 AM 2:00 PM,8:00 AM 2:00 PM,Closed,"{""Monday"": ""8:00 AM 2:00 PM"", ""Tuesday"": ""8:00 AM 2:00 PM"", ""Wednesday"": ""8:00 AM 2:00 PM"", ""Thursday"": ""8:00 AM 2:00 PM"", ""Friday"": ""8:00 AM 2:00 PM"", ""Saturday"": ""8:00 AM 2:00 PM"", ""Sunday"": ""Closed""}"
m3hr,gem's restaurant (pj),indian,4.1,ChIJN3zdachLzDERvSKspnIrvEE,Gem Restaurant PJ,"3, Jalan Gasing, Seksyen 6, 46000 Petaling Jaya, Selangor, Malaysia",mid,3.0946519,101.6513484,https://www.tripadvisor.com/Restaurant_Review-g298313-d5003090-Reviews-GEMS_Restaurant-Petaling_Jaya_Petaling_District_Selangor.html?m=69573,010-363 2424,"11:00 AM 3:00 PM, 6:00 10:30 PM","11:00 AM 3:00 PM, 6:00 10:30 PM",11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,"{""Monday"": ""11:00 AM 3:00 PM, 6:00 10:30 PM"", ""Tuesday"": ""11:00 AM 3:00 PM, 6:00 10:30 PM"", ""Wednesday"": ""11:00 AM 10:30 PM"", ""Thursday"": ""11:00 AM 10:30 PM"", ""Friday"": ""11:00 AM 10:30 PM"", ""Saturday"": ""11:00 AM 10:30 PM"", ""Sunday"": ""11:00 AM 10:30 PM""}"
q5pp,ghani corner (taman medan),nasi kukus,4.5,ChIJsVJu3UpLzDER_l6Ehsej2Y8,Ghani Corner,"37, Jalan PJS 2, PJ Seksyen 2C - 2D, 46000 Petaling Jaya, Selangor, Malaysia",,3.0787113,101.632798,https://www.facebook.com/Ghani-Corner-374459219329542,017-622 2651,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,Closed,Closed,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}"
n8sa,mios kitchen (matahari mall foodcourt),western,4.7,ChIJ-a4fm5hLzDERsWLkw7SOVhk,Mios Kitchen @ Matahari Mall,"18, Jalan PJS 2/3, Taman Maju Jaya, 46000 Petaling Jaya, Selangor, Malaysia",,3.0797337,101.638005,https://www.google.com/maps/place/?q=place_id:ChIJ-a4fm5hLzDERsWLkw7SOVhk,,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,"{""Monday"": ""10:00 AM 9:00 PM"", ""Tuesday"": ""10:00 AM 9:00 PM"", ""Wednesday"": ""10:00 AM 9:00 PM"", ""Thursday"": ""10:00 AM 9:00 PM"", ""Friday"": ""10:00 AM 9:00 PM"", ""Saturday"": ""10:00 AM 9:00 PM"", ""Sunday"": ""10:00 AM 9:00 PM""}"
n3of,amn's corner nasi lemak panas,nasi lemak,4.7,ChIJeUXkPpxLzDER_QRohHaZH8s,AMN'S Corner Nasi Lemak Panas,"46, Jln PJS 2d/1, Taman Medan, 46000 Petaling Jaya, Selangor, Malaysia",,3.0769057,101.6315878,https://www.google.com/maps/place/?q=place_id:ChIJeUXkPpxLzDER_QRohHaZH8s,012-275 8320,Closed,"7:00 AM 12:00 PM, 4:00 PM 12:00 AM","7:00 AM 12:00 PM, 4:00 PM 12:00 AM","7:00 AM 12:00 PM, 4:00 PM 12:00 AM","7:00 AM 12:00 PM, 4:00 PM 12:00 AM","7:00 AM 12:00 PM, 4:00 PM 12:00 AM","7:00 AM 12:00 PM, 4:00 PM 12:00 AM","{""Monday"": ""Closed"", ""Tuesday"": ""7:00 AM 12:00 PM, 4:00 PM 12:00 AM"", ""Wednesday"": ""7:00 AM 12:00 PM, 4:00 PM 12:00 AM"", ""Thursday"": ""7:00 AM 12:00 PM, 4:00 PM 12:00 AM"", ""Friday"": ""7:00 AM 12:00 PM, 4:00 PM 12:00 AM"", ""Saturday"": ""7:00 AM 12:00 PM, 4:00 PM 12:00 AM"", ""Sunday"": ""7:00 AM 12:00 PM, 4:00 PM 12:00 AM""}"
dbgg,restoran mek pantai timur - taman dato harun,asian,4.6,ChIJ0bvIPphLzDERz3W2yNyZB60,Restoran Mek dan Katering Selera Kampong,"16, Jalan 7, Taman Dato Harun, 46000 Petaling Jaya, Selangor, Malaysia",budget,3.0822598,101.6367797,https://www.google.com/maps/place/?q=place_id:ChIJ0bvIPphLzDERz3W2yNyZB60,017-809 7378,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,"{""Monday"": ""6:30 AM 11:30 PM"", ""Tuesday"": ""6:30 AM 11:30 PM"", ""Wednesday"": ""6:30 AM 11:30 PM"", ""Thursday"": ""6:30 AM 11:30 PM"", ""Friday"": ""6:30 AM 11:30 PM"", ""Saturday"": ""6:30 AM 11:30 PM"", ""Sunday"": ""6:30 AM 11:30 PM""}"
a8il,usha banana leaf (pj),indian,4.3,ChIJ__8_27tLzDERzjCvJkoRcD4,Gerai Makanan Usha,"No. 27, Taman Selera, Jln Othman, Seksyen 1, 46000 Petaling Jaya, Selangor, Malaysia",,3.0876997,101.646074,https://www.google.com/maps/place/?q=place_id:ChIJ__8_27tLzDERzjCvJkoRcD4,016-371 6362,10:30 AM 3:50 PM,10:30 AM 3:50 PM,10:30 AM 3:50 PM,10:30 AM 3:50 PM,10:30 AM 3:50 PM,10:30 AM 3:50 PM,10:30 AM 3:50 PM,"{""Monday"": ""10:30 AM 3:50 PM"", ""Tuesday"": ""10:30 AM 3:50 PM"", ""Wednesday"": ""10:30 AM 3:50 PM"", ""Thursday"": ""10:30 AM 3:50 PM"", ""Friday"": ""10:30 AM 3:50 PM"", ""Saturday"": ""10:30 AM 3:50 PM"", ""Sunday"": ""10:30 AM 3:50 PM""}"
ns3p,khair cendol pulut tapai dan laksa,laksa,4.3,ChIJqwyxU5lLzDERR-KDfKOV52Q,Cendol Kak Zah,"22, Jalan PJS 2/3, Taman Medan, 46000 Petaling Jaya, Selangor, Malaysia",budget,3.0785823,101.6333213,https://www.google.com/maps/place/?q=place_id:ChIJqwyxU5lLzDERR-KDfKOV52Q,011-2382 5660,12:00 4:00 PM,12:00 4:00 PM,12:00 4:00 PM,12:00 4:00 PM,12:00 4:00 PM,12:00 4:00 PM,12:00 4:00 PM,"{""Monday"": ""12:00 4:00 PM"", ""Tuesday"": ""12:00 4:00 PM"", ""Wednesday"": ""12:00 4:00 PM"", ""Thursday"": ""12:00 4:00 PM"", ""Friday"": ""12:00 4:00 PM"", ""Saturday"": ""12:00 4:00 PM"", ""Sunday"": ""12:00 4:00 PM""}"
l8gg,my es corner,roti canai,4.5,ChIJMUGCo3VLzDER7-zQEtpAcH8,My Es Corner,"Desa Peransang, 58200 Petaling Jaya, Selangor, Malaysia",,3.0719168,101.635212,https://www.google.com/maps/place/?q=place_id:ChIJMUGCo3VLzDER7-zQEtpAcH8,,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,8:30 AM 8:00 PM,"{""Monday"": ""10:00 AM 8:00 PM"", ""Tuesday"": ""10:00 AM 8:00 PM"", ""Wednesday"": ""10:00 AM 8:00 PM"", ""Thursday"": ""10:00 AM 8:00 PM"", ""Friday"": ""10:00 AM 8:00 PM"", ""Saturday"": ""10:00 AM 8:00 PM"", ""Sunday"": ""8:30 AM 8:00 PM""}"
