store_id,name,food_type,avg_rating,google_search_query,google_place_id,google_formatted_address,google_business_status,google_price_level,google_price_tier,google_lat,google_lng,google_website,google_phone,google_types_json,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json,operating_hours_source
j7ck,Taiwan Tea House PJ SS2,chinese,4.7,"taiwan tea house (pj ss2), Petaling Jaya, Malaysia",ChIJkTsUBwZJzDERIGtcPl_yDc0,"7A, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1189858,101.629706,https://www.facebook.com/TaiwanTeaHouseOfficial,018-762 2688,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,"{""Monday"": ""11:00 AM 8:30 PM"", ""Tuesday"": ""11:00 AM 8:30 PM"", ""Wednesday"": ""11:00 AM 8:30 PM"", ""Thursday"": ""11:00 AM 8:30 PM"", ""Friday"": ""11:00 AM 8:30 PM"", ""Saturday"": ""11:00 AM 8:30 PM"", ""Sunday"": ""11:00 AM 8:30 PM""}",google_places
p22f,Thai Moment @ SEA Park,thai,4.6,"thai moment (sea park), Petaling Jaya, Malaysia",ChIJ94czHfpLzDERNlV8PxEFyJQ,"8, Seksyen 21, Jln 21/19, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1089851,101.6226324,https://www.thaiessential.com.my/,03-7865 2888,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""11:00 AM 10:00 PM"", ""Sunday"": ""11:00 AM 10:00 PM""}",google_places
swx5,Restoran Azmin Shah,roti canai,4.6,"restoran azmin shah, Petaling Jaya, Malaysia",ChIJKbcUirRIzDERi7NdOWFLJiY,"Jalan PJU 8/9, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1758925,101.6185764,https://www.google.com/maps/place/?q=place_id:ChIJKbcUirRIzDERi7NdOWFLJiY,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
ram6,Uncle Lim's Cafe @Sea Park | Restoran Uncle Lim's Cafe,malaysian,4.7,"uncle lim delivery (pj), Petaling Jaya, Malaysia",ChIJQQr8Q1xLzDERMQxLOSwJ1mk,"26, Jln 21/19, Sea Park, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1092077,101.6220522,http://bit.ly/UncleLims,012-260 3127,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,"{""Monday"": ""8:00 AM 8:00 PM"", ""Tuesday"": ""8:00 AM 8:00 PM"", ""Wednesday"": ""8:00 AM 8:00 PM"", ""Thursday"": ""8:00 AM 8:00 PM"", ""Friday"": ""8:00 AM 8:00 PM"", ""Saturday"": ""8:00 AM 8:00 PM"", ""Sunday"": ""8:00 AM 8:00 PM""}",google_places
ius1,AWE NASI BERLAUK KELANTAN,asian,4.4,"awe nasi berlauk kelantan, Petaling Jaya, Malaysia",ChIJHTMEAttJzDERJxWFxvmnrYs,"C-G-K08, Block C, Flora Damansara, No: 1, Jalan PJU 8/9, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1773575,101.6176682,https://aboutme.style/awenasiberlauk,019-282 0435,"[""establishment"", ""food"", ""point_of_interest""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,Closed,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
pspa,Al Meerasa Maju Restaurant | Restoran Al Meerasa Maju,roti canai,4.5,"restoran al meerasa maju, Petaling Jaya, Malaysia",ChIJo2qaCvtLzDERPN9heC0QhIQ,"No. 2, Jln 20/16, Taman Paramount, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1066285,101.6244632,https://www.google.com/maps/place/?q=place_id:ChIJo2qaCvtLzDERPN9heC0QhIQ,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
h2iy,Restoran Al-Safa,roti canai,4.6,"restoran al-safa ( seksyen17), Petaling Jaya, Malaysia",ChIJxyJxd0FJzDER-4U7Az8FUqI,"933, Jalan 17/38, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.128227,101.635366,https://www.google.com/maps/place/?q=place_id:ChIJxyJxd0FJzDER-4U7Az8FUqI,03-7932 3433,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
o1bn,Restoran Mei Yen,noodles,4.5,"restaurant mei yen (sang kee hokkien mee), Petaling Jaya, Malaysia",ChIJUdU96_xLzDERI7LQJdNkzDA,"39, Jalan 20/7, Paramount Garden, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1098063,101.6263423,https://www.google.com/maps/place/?q=place_id:ChIJUdU96_xLzDERI7LQJdNkzDA,012-368 0726,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,"{""Monday"": ""5:00 PM 12:00 AM"", ""Tuesday"": ""5:00 PM 12:00 AM"", ""Wednesday"": ""5:00 PM 12:00 AM"", ""Thursday"": ""5:00 PM 12:00 AM"", ""Friday"": ""5:00 PM 12:00 AM"", ""Saturday"": ""5:00 PM 12:00 AM"", ""Sunday"": ""5:00 PM 12:00 AM""}",google_places
yz8a,Ayam Gepuk Bapak Gembos,malaysian,4.7,"ayam gepuk bapak gemboss (seksyen 17), Petaling Jaya, Malaysia",ChIJw2uRtolJzDERBDw-hhGvzws,"Block G, 50, Jalan 17/1a, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1193429,101.6337379,https://www.google.com/maps/place/?q=place_id:ChIJw2uRtolJzDERBDw-hhGvzws,012-252 1829,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,Closed,"{""Monday"": ""11:00 AM 11:00 PM"", ""Tuesday"": ""11:00 AM 11:00 PM"", ""Wednesday"": ""11:00 AM 11:00 PM"", ""Thursday"": ""11:00 AM 11:00 PM"", ""Friday"": ""11:00 AM 11:00 PM"", ""Saturday"": ""11:00 AM 11:00 PM"", ""Sunday"": ""Closed""}",google_places
k3h0,Kim Lian Kee @ Jaya One,fried rice,4.4,"kim lian kee (jaya one), Petaling Jaya, Malaysia",ChIJqSVXZwhJzDER43Fo5dH32g0,"P20.41, Jln Profesor Diraja Ungku Aziz, Pjs 13, 46200 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1170854,101.6351236,https://www.google.com/maps/place/?q=place_id:ChIJqSVXZwhJzDER43Fo5dH32g0,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,"{""Monday"": ""11:00 AM 8:30 PM"", ""Tuesday"": ""11:00 AM 8:30 PM"", ""Wednesday"": ""11:00 AM 8:30 PM"", ""Thursday"": ""11:00 AM 8:30 PM"", ""Friday"": ""11:00 AM 8:30 PM"", ""Saturday"": ""11:00 AM 8:30 PM"", ""Sunday"": ""11:00 AM 8:30 PM""}",google_places
rkiv,ChutneyBox Banana Leaf Restaurant,indian,4.1,"chutneybox banana leaf - restaurant, Petaling Jaya, Malaysia",ChIJ3Tdk5fBNzDERTScuP75DGmw,"2, Jalan SS 3/35, Taman Universiti, 47300 Petaling Jaya, Selangor, Malaysia",CLOSED_TEMPORARILY,-1,,3.096583,101.6128311,https://www.google.com/maps/place/?q=place_id:ChIJ3Tdk5fBNzDERTScuP75DGmw,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
n0im,Taj Kitchen,chicken,4.4,"taj kitchen, Petaling Jaya, Malaysia",ChIJY2SaFeJLzDERahnaqjHRvPk,"B-09-01 Jalan 19/1 Dataran 3 Dua, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1116138,101.631726,https://www.google.com/maps/place/?q=place_id:ChIJY2SaFeJLzDERahnaqjHRvPk,03-7932 2525,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,"{""Monday"": ""7:30 AM 11:00 PM"", ""Tuesday"": ""7:30 AM 11:00 PM"", ""Wednesday"": ""7:30 AM 11:00 PM"", ""Thursday"": ""7:30 AM 11:00 PM"", ""Friday"": ""7:30 AM 11:00 PM"", ""Saturday"": ""7:30 AM 11:00 PM"", ""Sunday"": ""7:30 AM 11:00 PM""}",google_places
m0wa,STREAT Thai,thai,4.7,"streat thai (jaya one), Petaling Jaya, Malaysia",ChIJY_vvL1xJzDERvl1kB5T2cQs,"100-G.001 Jaya One No. 72A Jalan Prof Diraja, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1178178,101.6348455,http://www.eatatstreat.com/,012-907 3581,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""11:00 AM 10:00 PM"", ""Sunday"": ""11:00 AM 10:00 PM""}",google_places
o0ap,Restoran How Yekee,fried rice,4.7,"restoran how yekee, Petaling Jaya, Malaysia",ChIJU9k3KF1JzDERJarOXxrvVpw,"620, Jalan 17/10, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1221363,101.6357771,https://www.google.com/maps/place/?q=place_id:ChIJU9k3KF1JzDERJarOXxrvVpw,019-262 3831,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",6:30 AM 8:00 PM,6:30 AM 8:00 PM,6:30 AM 8:00 PM,6:30 AM 8:00 PM,6:30 AM 8:00 PM,Closed,6:30 AM 3:30 PM,"{""Monday"": ""6:30 AM 8:00 PM"", ""Tuesday"": ""6:30 AM 8:00 PM"", ""Wednesday"": ""6:30 AM 8:00 PM"", ""Thursday"": ""6:30 AM 8:00 PM"", ""Friday"": ""6:30 AM 8:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""6:30 AM 3:30 PM""}",google_places
v6lx,SK Maju Seksyen 19,malaysian,4.6,"restoran sk maju (seksyen 19), Petaling Jaya, Malaysia",ChIJxRK2kbRLzDERJNFMx27CNXA,"B-08-01, 3 Two Square, Jalan 19/1, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1114141,101.6319187,https://www.google.com/maps/place/?q=place_id:ChIJxRK2kbRLzDERJNFMx27CNXA,03-7931 0641,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
m1qu,Tedboy @ Jaya One,western,4.7,"tedboy bakery (jaya one), Petaling Jaya, Malaysia",ChIJ80HKJlxJzDER0JHYzGE1I2o,"100-G.037, Level G, The School, 72A, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.117744,101.6349248,https://www.tedboy.com/,03-7931 7388,"[""bakery"", ""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,"{""Monday"": ""9:00 AM 9:00 PM"", ""Tuesday"": ""9:00 AM 9:00 PM"", ""Wednesday"": ""9:00 AM 9:00 PM"", ""Thursday"": ""9:00 AM 9:00 PM"", ""Friday"": ""9:00 AM 9:00 PM"", ""Saturday"": ""9:00 AM 9:00 PM"", ""Sunday"": ""9:00 AM 9:00 PM""}",google_places
gcoc,Epic Fit Meals Co (EFMC) Seksyen 14,chicken,3.6,"pasta & rice co (seksyen 14) (efmc), Petaling Jaya, Malaysia",ChIJYxWUZT1LzDERO9XhNXFGp5k,"24, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1110367,101.6339593,https://www.google.com/maps/place/?q=place_id:ChIJYxWUZT1LzDERO9XhNXFGp5k,017-938 0000,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""store""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
s9wg,The BRGR - Petaling Jaya Section 14,burgers,4.7,"the brgr (pj section 14), Petaling Jaya, Malaysia",ChIJazS4Vn1LzDERvokaWjvMqr4,"17, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1108064,101.6342962,https://www.instagram.com/thebrgr_official/,016-900 9538,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",Closed,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""11:45 AM 10:30 PM"", ""Wednesday"": ""11:45 AM 10:30 PM"", ""Thursday"": ""11:45 AM 10:30 PM"", ""Friday"": ""11:45 AM 10:30 PM"", ""Saturday"": ""11:45 AM 10:30 PM"", ""Sunday"": ""11:45 AM 10:30 PM""}",google_places
s5gb,Pakeeza,indian,4.5,"house of pakeeza, Petaling Jaya, Malaysia",ChIJi48HlOFLzDER-4Ns0A8_0mo,"16-1, 16-1, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1113985,101.6338794,https://www.google.com/maps/place/?q=place_id:ChIJi48HlOFLzDER-4Ns0A8_0mo,03-7956 4564,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","{""Monday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Tuesday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Wednesday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Thursday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Friday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Saturday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Sunday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM""}",google_places
xwvk,Nurich Cafe & Catering,malaysian,4.6,"nurich cafe & catering - kolej kediaman ke-13 um, Petaling Jaya, Malaysia",ChIJ9yftZ0tJzDERBHp_Rk72ptY,"Kolej Kediaman Ke 13, Universiti Malaya, Jalan Professor Diraja, Jln Profesor Diraja Ungku Aziz, Seksyen 16, 46350 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.120395,101.6400418,https://www.google.com/maps/place/?q=place_id:ChIJ9yftZ0tJzDERBHp_Rk72ptY,019-223 4282,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}",google_places
zwlc,"Texas Chicken The Envictus, PJ",wraps,3.7,"texas wraps co. (seksyen 14) (efmc), Petaling Jaya, Malaysia",ChIJA_sXyexLzDERM6EoB9uv8kk,"G-1, Envictus, Jalan 51a/225, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.0936683,101.6308867,https://www.texaschickenmalaysia.com/,03-7956 8292,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,"{""Monday"": ""8:00 AM 10:00 PM"", ""Tuesday"": ""8:00 AM 10:00 PM"", ""Wednesday"": ""8:00 AM 10:00 PM"", ""Thursday"": ""8:00 AM 10:00 PM"", ""Friday"": ""8:00 AM 10:00 PM"", ""Saturday"": ""8:00 AM 10:00 PM"", ""Sunday"": ""8:00 AM 10:00 PM""}",google_places
l3ek,Restoran Daun Pisang Al-Arisaan Maju @Jaya One,indian,4.4,"restoran daun pisang al-arisaan maju, Petaling Jaya, Malaysia",ChIJ66EuI5JJzDER_B3Usgo7y38,"D-59-P2, No, Jaya One, block d, Jln Profesor Diraja Ungku Aziz, Pjs 13, 46200 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1173819,101.6358017,https://www.google.com/maps/place/?q=place_id:ChIJ66EuI5JJzDER_B3Usgo7y38,018-666 4736,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
ek9c,Nasi Kandar Heritage,nasi lemak,3.3,"heritage nasi lemak (seksyen 14) (efmc), Petaling Jaya, Malaysia",ChIJZ-mF26xNzDERBnqKjIZNHu0,"D1-3A-G 1-5-GF BLOK D, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1117599,101.5829551,https://www.google.com/maps/place/?q=place_id:ChIJZ-mF26xNzDERBnqKjIZNHu0,017-994 9706,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
dby9,Epic Fit Meals Co (EFMC) Seksyen 14,korean,4.2,"gangnam f-chicken (seksyen 14) (efmc), Petaling Jaya, Malaysia",ChIJYxWUZT1LzDERO9XhNXFGp5k,"24, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1110367,101.6339593,https://www.google.com/maps/place/?q=place_id:ChIJYxWUZT1LzDERO9XhNXFGp5k,017-938 0000,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""store""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
e5lj,Hogan Bakery @ Jaya Shopping Centre,bread,4.7,"hogan bakery (jaya shopping centre), Petaling Jaya, Malaysia",ChIJF6qX6uBLzDERS8QxJ2zcPKg,"Lot G-17, Ground Floor, Jaya Shopping Centre, Jalan 14/17, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.109205,101.637037,https://www.hoganbakery.com.my/,03-7931 0504,"[""bakery"", ""establishment"", ""food"", ""point_of_interest"", ""store""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
m1fg,Chappati.com,indian,4.3,"chappati dot com, Petaling Jaya, Malaysia",ChIJl_AFJ95LzDEREzsSECv2E3g,"Avenue D' Vogue, 3A, Jalan 13/2, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.114164,101.639459,http://www.chappati.com.my/,012-841 9125,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM",11:30 AM 10:30 PM,11:30 AM 10:30 PM,"{""Monday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Tuesday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Wednesday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Thursday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Friday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Saturday"": ""11:30 AM 10:30 PM"", ""Sunday"": ""11:30 AM 10:30 PM""}",google_places
huye,Tofu Chacha,malaysian,4.1,"tofu chacha, Petaling Jaya, Malaysia",ChIJ09Tjr99FzDERmSJSqspgo64,"31, Jalan PJU 10/3a, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1956061,101.5914571,https://www.google.com/maps/place/?q=place_id:ChIJ09Tjr99FzDERmSJSqspgo64,011-1155 1194,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
z9yb,Restoran D'Manja,fried rice,4.6,"restoran dmanja, Petaling Jaya, Malaysia",ChIJ47b7EWxLzDER6gVEj7l7S1Q,"C-01-12B Impian Baiduri, Jalan 51a/224, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.0949009,101.6230805,https://www.google.com/maps/place/?q=place_id:ChIJ47b7EWxLzDER6gVEj7l7S1Q,016-330 6387,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}",google_places
